# Type, Name, Class_ID, Sizeof, Value, C_Type, C_Format, Hidden, Description, Min_Value, Max_Value, Permissions (Read|Write|Set-by-create), Mandatory (Mandatory|Optional), Operations (Create|Delete|Set|Get|get-Next|Test|Reboot|stArt-download|downLoad-section|End-download|activate-Image|coMmit-image|sYnchronize-time)
    attribute,tone_events,,1,, int, %u,,,,, RWS, M,
    attribute,dtmf_events,,1,, int, %u,,,,, RWS, M,
    attribute,cas_events,,1,, int, %u,,,,, RWS, M,
    attribute,ip_host_config_ptr,,2,, int, %u,,,,, RW, O,
me, pots_uni,53,,,,,,Physical path termination point POTS UNI (9.9.1),,,,, SGT
    attribute,admin_state,,1,,enum,,,Admin state,,, RW, M,
        value, unlock,,,0,,,,,,,,,
        value, lock,,,1,,,,,,,,,
        value, shutdown,,,2,,,,,,,,,
    attribute,deprecated1,,2,, int, %u,hidden,,,, RW, O,
    attribute,arc,,1,, int, %u,,See A 1.4.3,,, RW, O,
    attribute,arc_interval,,1,, int, %u,,See A.1.4.3,,, RW, O,
    attribute,impedance,,1,, enum,,,,,, RW, O,
        value, 600_ohms,,,0,,,,,,,,,
        value, 900_ohms,,,1,,,,,,,,,
    attribute,transmission_path,,1,, int, %u,,,,, RW, O,
    attribute,rx_gain,,1,, int, %u,,,,, RW, O,
    attribute,tx_gain,,1,, int, %u,,,,, RW, O,
    attribute,oper_state,,1,, enum,,,,,, R, O,
        value, enabled,,,0,,,,,,,,,
        value, disabled,,,1,,,,,,,,,
    attribute,hook_state,,1,, enum,,,,,, R, O,
        value, on_hook,,,0,,,,,,,,,
        value, off_hook,,,1,,,,,,,,,
    attribute,holdover_time,,2,, int, %u,,,,, RW, O,
    attribute,nominal_feed_voltage,,1,, int, %u,,,,, RW, O,
me, circuit_pack,6,,,,,,Circuit pack (9.1.6),,,,,  CDSG
    attribute,type,,1,, int,%u,,Table 9.1.5-1,,, RS, M,
    attribute,number_of_ports,,1,, int, %u,,,,, R, O,
    attribute,serial_number,,8,, bytes,,,,,, R, M,
    attribute,version,,14,, bytes,,,,,, R, M,
    attribute,vendor_id,,4,, bytes,,,,,, R, O,
    attribute,admin_state,,1,, int, %u,,Admin state,,, RW, M,
    attribute,oper_state,,1,, enum,,,,,, R, O,
        value, enabled,,,0,,,,,,,,,
        value, disabled,,,1,,,,,,,,,
    attribute,bridged_or_ip,,1,, enum,,,,,, RW, O,
        value, bridged,,,0,,,,,,,,,
        value, routed,,,1,,,,,,,,,
        value, bridged_and_routed,,,2,,,,,,,,,
    attribute,equip_id,,20,, bytes,,,,,, R, O,
    attribute,card_config,,1,, enum,,,,,, RWS, M,
        value, ds1,,,0,,,,,,,,,
        value, e1,,,1,,,,,,,,,
        value, j1,,,2,,,,,,,,,
    attribute,tcont_buffer_number,,1,, int, %u,,,,, R, M,
    attribute,priority_queue_number,,1,, int, %u,,,,, R, M,
    attribute,traffic_sched_number,,1,, int, %u,,,,, R, M,
    attribute,power_shed_override,,4,, int, %u,,,,, RW, O,
me, enhanced_security_control,332,,,,,,Enhanced Security Control (9.13.11),,,,, SGN
    attribute,crypto_capabilities,,16,,bytes,,,,,, W, M,
    attribute,olt_random_challenge_table,,17,, struct,,,,,, RW, M,
        field, row_number,,1,, int, %u,,,,,,,
        field, content,,16,, bytes,,,,,,,,
    attribute,olt_challenge_status,,1,, int, %u,,,,, RW, M,
    attribute,onu_selected_crypto_capabilities,,1,, int, %u,,,,, R, M,
    attribute,onu_random_challenge_table,,16,, struct,,,,,, R, M,
        field, content,,16,, bytes,,,,,,,,
    attribute,onu_auth_result_table,,16,, struct,,,,,, R, M,
        field, content,,16,, bytes,,,,,,,,
    attribute,olt_auth_result_table,,17,, struct,,,,,, W, M,
        field, row_number,,1,, int, %u,,,,,,,
        field, content,,16,, bytes,,,,,,,,
    attribute,olt_result_status,,1,, int, %u,,,,, RW, M,
    attribute,onu_auth_status,,1,, int, %u,,,,, R, M,
    attribute,master_session_key_name,,16,, bytes,,,,,, R, M,
    attribute,broadcast_key_table,,18,, struct,,,,,, RW, O,
        field, row_control,,1,, enum,,,,,,,,
            value, set_row,,,0,,,,,,,,,
            value, clear_row,,,1,,,,,,,,,
            value, clear_table,,,2,,,,,,,,,
        field, row_number,,1,, int, %u,,,,,,,
        field, content,,16,, bytes,,,,,,,,
    attribute,effective_key_length,,2,, int, %u,,,,, R, O,
me, traffic_descriptor,280,,,,,,traffic descriptor profiles,,,,,CDSG
    attribute, cir,,4,, int, %u,,,,,RWS,O,
    attribute, pir,,4,, int, %u,,,,,RWS,O,
    attribute, cbs,,4,, int, %u,,,,,RWS,O,
    attribute, pbs,,4,, int, %u,,,,,RWS,O,
    attribute, colour_mode,,1,, enum,,, Color Mode,,,RWS,O,
        value, colur_blind,,,0,,,,,,,,,
        value, colur_aware,,,1,,,,,,,,,
    attribute, ing_color_marking,,1,, enum,,, Ing Color Marking,,,RWS,O,
        value, no_marking,,,0,,,,,,,,,
        value, dei,,,2,,,,,,,,,
        value, pcp_8p0d,,,3,,,,,,,,,
        value, pcp_7p1d,,,4,,,,,,,,,
        value, pcp_6p2d,,,5,,,,,,,,,
        value, pcp_5p3d,,,6,,,,,,,,,
        value, dscp_af_class,,,7,,,,,,,,,
    attribute, eg_color_marking,,1,, enum,,, Eg Color Marking,,,RWS,O,
        value, no_marking,,,0,,,,,,,,,
        value, internal_marking_only,,,1,,,,,,,,,
        value, dei,,,2,,,,,,,,,
        value, pcp_8p0d,,,3,,,,,,,,,
        value, pcp_7p1d,,,4,,,,,,,,,
        value, pcp_6p2d,,,5,,,,,,,,,
        value, pcp_5p3d,,,6,,,,,,,,,
        value, dscp_af_class,,,7,,,,,,,,,
    attribute, meter_type,,1,, enum,,,  Meter Type,,,RWS,O,
        value, not_specified,,,0,,,,,,,,,
        value, rfc_4115,,,1,,,,,,,,,
        value, rfc_2698,,,2,,,,,,,,,

me, eth_frame_extended_pm_64,425,,,,,,Ethernet Frame Extended PM,,,,, CDSG
    attribute,interval_end_time,,1,, int, %u,, Interval end time,,, R, M,
    attribute,control_block,,16,, struct,,, Control Block,,, RWS, M,
        field,threshold_data_id,,2,, int, %u,, Threshold data ID,,,,,
        field,parent_me_class,,2,, int, %u,, Parent ME class,,,,,
        field,parent_me_instance,,2,, int, %u,, Parent ME instance,,,,,
        field,accumulation_disbale,,2,, int, %u,, Accumulation disable,,,,,
        field,tca_disable,,2,, int, %u,, TCA disbale,,,,,
        field,control_fields,,2,, int, %u,, Control fields,,,,,
        field,tci,,2,, int, %u,, TCI,,,,,
        field,reserved,,2,, int, %u,, Reserved,,,,,
    attribute,drop_events,,8,, bytes,,, Drop events,,, R, M,
    attribute,octets,,8,, bytes,,, Octets,,, R, M,
    attribute,frames,,8,, bytes,,, Frames,,, R, M,
    attribute,broadcast_frames,,8,, bytes,,, Broadcast frames,,, R, M,
    attribute,multicast_frames,,8,, bytes,,, Multicast frames,,, R, M,
    attribute,crc_errored_frames,,8,, bytes,,, CRC errored frames,,, R, M,
    attribute,undersize_frames,,8,, bytes,,, Undersize frames,,, R, M,
    attribute,oversize_frames,,8,, bytes,,, Oversize frames,,, R, M,
    attribute,frames_64octets,,8,, bytes,,, Frames 64 octets,,, R, M,
    attribute,frames_65_to_127_octets,,8,, bytes,,, Frames 65 to 127 octests,,, R, M,
    attribute,frames_128_to_255_octets,,8,, bytes,,, Frames 128 to 255 octests,,, R, M,
    attribute,frames_256_to_511_octets,,8,, bytes,,, Frames 256 to 511 octests,,, R, M,
    attribute,frames_512_to_1023_octets,,8,, bytes,,, Frames 512 to 1023 octests,,, R, M,
    attribute,frames_1024_to_1518_octets,,8,, bytes,,, Frames 1024 to 1518 octests,,, R, M,


